name,Bio,Excerpt,image,Attachment URL,Course Categories,Course Tags
Mogens  Kjæmpe Jensen,"<!-- wp:paragraph -->
<p>Electric is an understatement!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Meet&nbsp;the star from Discovery Channels global documentary 'Everest beyond the limit',</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Mogens Kjæmpe Jensen, one of the most inspiring, engaging and dynamic speakers on the planet!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Mogens is the asthmatic who climbed Everest, and adding to show his amazing mental abilities, he cycled and ran 11500 km from Denmark to Tibet in 100 days as a warmup before the climb !</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>'The sky's Not the limit' represents&nbsp;Mogens view on the potential of individuals and organisations.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>After having achieved the incredible&nbsp;what seems almost impossible,&nbsp;Mogens has been paying his experiences forward to people and organisations who want to reach new heights, and in the last&nbsp;decade, he has been working as a speaker&nbsp;with world class organisations such as GSK, Goldman Sachs, ING, Novo Nordisk, Maersk, Bayer etc. with crowds up to 1.000.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Mogens&nbsp;has an extremely rare&nbsp;ability to inspire, motivate and provoke, you will be hard challenged to find someone who is&nbsp;capable&nbsp;of adapting&nbsp;his speak so perfectly&nbsp;to the needs of the&nbsp;company which is hiring him.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Topics Mogens excels in are among others:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Business Motivation</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Personal Leadership&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Positive Leadership</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Storytelling</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>High Performance Teamwork</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Positive Psychology</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Resilience and empowerment</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Mogens&nbsp;is also on of Denmarks most successful mentors and&nbsp;has more than 8.000 hours of experience mentoring the top 1% of Denmarks Elite, including The Minister of Justice, members of the European Parliament, Mayors of the biggest cities, CEOs, Company owners and top executives, which gives him a vast and broad experience in how to work with people who are winners and want to go even further.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=bWGU6jV2Log"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=bWGU6jV2Log
</div></figure>
<!-- /wp:embed -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/OIP-12.jpg,,coach|Competitiveness|Corporate Culture|Global|health|Innovation|Mentoring|Sports,
Anita Milovac,"<!-- wp:paragraph -->
<p>They say one person cannot be multi-faced into different directions. But this multitalented woman manages successfully to combine her passions and talents under one roof!&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>From a former professional dancer &amp; Event Manager to NLP &amp; Life Coach, Anita has rocked a crowd as a motivational speaker and MC, presenting both in English and German. She blogs for the Huffington Post Germany, contributed live to a weekly program on Facebook called Lifetalkslive and coaches employees in companies such as Du Telecommunication, IDEMIA, Berkeley Services, Expo 2020 and many more.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>She calls herself an artistic student of life, as everything can be boiled down to just amazing forms of art. Her mission is to make this world a better place by inspiring others to harness their unique gifts, follow their own path and recognize their true power.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Following her true calling, Anita is today a passionate Empowerment &amp; Corporate Stress Management Coach, combining well known strategies with her own created modules. She is insanely committed to empowering others to own their greatness and live a life they are completely obsessed with, owning their authentic true power.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>She shares her own mistakes, learnings and challenges she had to face in life as part of the content in her many speeches at corporate trainings, events, Universities and volunteers at schools, where she coaches children through NLP techniques, dance and meditation exercises. She has developed her own successful concept as she believes that empowering kids to stand in their power will help to raise a new generation of mentally healthy and strong adults.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&lt;strong&gt;3 Buzz Words about me&lt;/strong&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>World Traveler Sports freak Crazy Life Lover</p>
<!-- /wp:paragraph -->

<!-- wp:image {""id"":8002,""sizeSlug"":""full"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-full""><img src=""https://mena.nbbcravings.com/wp-content/uploads/2022/08/anita-milovac.256x256.jpg"" alt="""" class=""wp-image-8002""/></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":8003,""sizeSlug"":""full"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-full""><img src=""https://mena.nbbcravings.com/wp-content/uploads/2022/08/anita-milovac-300x200-1.jpg"" alt="""" class=""wp-image-8003""/></figure>
<!-- /wp:image -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/anita-milovac.256x256.jpg|https://mena.nbbcravings.com/wp-content/uploads/2022/08/anita-milovac-300x200-1.jpg,,Presenter|Teamwork,
Dr. Florence Eid-Oakden,"<!-- wp:paragraph -->
<p>Dr. Florence Eid-Oakden’s keynote addresses deliver powerful messages to your audiences, helping them understand and act on medium to long-term trends shaping the region. She is often described as “the most engaging speaker of the conference”.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Some of her recent engagements include:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- keynote address at ONS 2016, discussing ‘Risks and opportunities of doing business in the Middle East’.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- A keynote speech at the 2016 ACT Middle East Annual Summit.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- She was also on the panel at the 3rd German-Arab Women’s forum, hosted by the Euro-Mediterran-Arab Association in November 2016.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- A panel discussion at IISS Bahrain-UK Forum 2016, sharing her views on ‘Economics in a Turbulent World: How Will Developments in Energy Markets, The Rise of China, Economic Reform in KSA and Iranian Regional Ambitions Play Out’.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>She has unparalleled depth of research on MENA trends.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dr. Florence Eid-Oakden is the CEO and Chief Economist of Arabia Monitor. She has been a professor of economics and finance at the American University of Beirut and a visiting professor at INSEAD and HEC Paris.Formerly head of MENA research at JP Morgan, Dr. Eid-Oakden has also worked with the World Bank on Latin America &amp; North Africa and on the buy side as a hedge fund investment professional.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>She serves on the Board of Directors for the Arab Banking Corporation International Bank in London and in Jordan, the Arab Bankers Association of North America in New York, and sits on the Advisory Council of the Al Faisal University College of Business, Saudi Arabia, and Dean's Strategic Advisory Board at the American University in Cairo, Egypt.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>She has also served as a Trustee of the American University in Paris, and a Director of Shuaa Capital in Dubai.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dr. Eid-Oakden received her Ph.D. in Organization Economics from the Massachusetts Institute of Technology (MIT) with a joint MIT-Harvard Doctoral Committee.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=Zwd82oSaWDA"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=Zwd82oSaWDA
</div></figure>
<!-- /wp:embed -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=qDa7XiMfeA8"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=qDa7XiMfeA8
</div></figure>
<!-- /wp:embed -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/eid-oakden_florence.jpg,,Presenter|Teamwork,
Cheyenne Kamran,"<!-- wp:paragraph -->
<p>Cheyenne Kamran is an entrepreneur, leader, marketing expert, and business strategist. With his equal parts unconventional and pragmatic approach, he's built successful businesses in different industries around the world and empowered others to do the same.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Shortly after graduating with degrees in Engineering Physics and Commerce from the University of British Columbia, Cheyenne embarked on a journey spanning multiple continents honing his craft in technology, engineering, sales, internet marketing, event production, and heavy industry.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Cheyenne has been described a vortex of positive energy, an idea generating machine, and a supercharger of business. He has created strategies for engineering companies to rapidly enter and become leaders in new market segments as well as dance festivals to sell out in less than a week after opening their box offices.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Cheyenne is currently residing in Dubai where he holds director and advisor positions with several businesses in the region. Not afraid to tell it like he sees it, Cheyenne is an entertaining, thought-provoking speaker who leaves audiences of 5 to 5,000 wanting more</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=fQSfM6aId14"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=fQSfM6aId14
</div></figure>
<!-- /wp:embed -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/Cheyenne-Kamran-1000x1000-1.jpg,,Branding|Change|Marketing|media|Social Media,
Sara Al Madani,"<!-- wp:paragraph -->
<p>Her Excellency Sara Al Madani is a well-known fashion designer, Restaurant Owner and entrepreneur.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In 2014, she was selected by His Highness Sheikh D.r Sultan Bin Mohammed Al Qassimi as a board member at Sharjah Chamber of Commerce and Industry, making her the youngest on the board.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Sara’s parents inspired her to start her own business at a young age. Following her success as a young entrepreneur and business woman, Sara was selected to inspire women in the UAE to be more active and self-confident in order to achieve business success.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Recognized for her creativity and hard work, Sara is an honoured speaker in many universities, colleges and institutes. She truly believes that it is important to be an active member of the community, inspiring the younger generation and continuously sharing knowledge, experience and information.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Recent achievements:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>2011 – SME stars of business Awards - Emirati entrepreneur of the year award</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>2012 – L’Officiel Arab Woman Awards - Young designer of the year award&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>2012 – Emirates Woman Award - Appreciation award for being innovative in the fashion industry&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>2013 – Emirates Woman Award - Best strategic and financial planning award</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>2016 – Ecosystem Influencer of the Year Award</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>2016 - GCC Inspiring Women Leaders award</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Titles:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- Board member at Sharjah Chamber of Commerce and Industry.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- Board Member at the shjSEEN Board of Trustees.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- Board Member of the SME Projects and Enterprise Council.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Business:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- Founder &amp; Owner of Rouge Couture now known as Sara Al Madani Fashion Design. (Found in 2004)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- Owner / partner in Shabarbush resturant. (Found in 2016)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- Owner of Social Fish innovative idea consultancy.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Ambassadorship:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- 2015 – Nivea Middle East Brand Ambassador</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- 2015 – Natura Bisse Middle East Ambassador</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>- 2016 – “She Ambassador” for Mercedes</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=NMcfArHft0E"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=NMcfArHft0E
</div></figure>
<!-- /wp:embed -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=eSC-WZ1Eui0"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=eSC-WZ1Eui0
</div></figure>
<!-- /wp:embed -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/dugLOtPO-sara-al-madani.jpg,,3|coach|Corporate Culture|Entrepreneur|fashion|Leadership|Mentoring|Middle East|Motivation|Social Media,
Sue Falcone,"<!-- wp:paragraph -->
<p>Sue Falcone has decades of experience from every side of the event-planning experience as a former corporate executive, professional speaker and best-selling author, an event planner and now as a talent ""booker"". This depth and breadth of firsthand knowledge gives her unequaled insights into the challenges of facilitating an event - and how to meet those challenges.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":5} -->
<h5>""Having been mentored by some of the best and still being mentored to keep sharpening my skills is a gift that has helped me all my life! Now I give back and mentor others so that I can help them be the best they can be too!"", shares Sue is the key to her successful long career!&nbsp;&nbsp;</h5>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Sue is passionate about her work and dedicated to bringing customized, personalized and highly detailed services to her clients. She is an award-winning visionary who brings both strength, solutions and a smile to the table when she partners with you to make sure your audience enjoys a first-class event.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Selected as an ""Outstanding Woman in Business'' by the Triad Business Journal of North Carolina, featured in the July 2021 issue of <a href=""https://globalleaderstoday.online/magazine/"">Global Leaders Today Magazine</a> , member of the Leadership-HP class of 2017, and recognized as Volunteer of the Year by the GMA- Guilford Merchants Association; Sue also serves as the Director of Lifetree Cafe, a weekly nonprofit event she and her husband host, and mentors a music major studying at High Point University. She appears on many major Podcasts and is always willing to share her passion about business and her industry.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=9ZpMw2OC5_g"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=9ZpMw2OC5_g
</div></figure>
<!-- /wp:embed -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=6eqZPfZh1_g"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=6eqZPfZh1_g
</div></figure>
<!-- /wp:embed -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/sue-falcone.jpeg,,coach|Communication|media|Presenter,
Andreea Zoia,"<!-- wp:paragraph -->
<p>Andreea Zoia is a multi passionate speaker. She is a presenter, public speaker and speech coach. Born and raised in Romania, Andreea has become a global citizen living and studying in London, Los Angeles and Dubai. Andreea resides in Dubai where she is the constant face and voice of international brands.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>She has studied presenting to camera and public speaking at the London Film &amp; TV Academy with BBC presenter Peter Purves, Los Angeles based broadcaster Steve Truitt and with Romanian celebrity coach and TV presenter Mihaela Tatu.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Speaking and engaging with any audience is Andreea’s second nature. She has lived and traveled across three continents, speaks fluently in English, Italian and Romanian and her 5 years of acting on stage and camera allow her to connect in an instant, positioning her as the top entertainers in the Emirates and the Gulf region.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Her presenting portfolio include interviews on stage and camera with acclaimed personalities such as Amr Diab, Khulood Bin Thani, Ron Kaufman, Sonam Kapoor, Rocco Barocco, Kenzo Takada&nbsp; and the Hollywood director Steve Beck to name a few.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Andreea prides herself to be the only artist in the Emirates who models and speaks for brands like Dubai Authority Tourism, Dubai Shopping Festival, Emirates Airlines, Hermes, Audi, HP, Max Mara or Mashreq Bank. As well she is the brand ambassador of reputable niche brands such as Cruciani and Cupid Perfumes.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Most often when she is not on stage or in front of the camera Andreea delivers highly impactful and transformational public speaking workshops. She is on a mission to assist people in ’’Finding their success voice’’. Through her workshop she has trained from executives and entrepreneurs to housewives to find and design their success voice. Her tailored public speaking course allows anyone to upgrade their communication skills and be heard.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Recently Andreea has launched her webTV channel www.Andreea.TV , where she created a community of like minded people who can benefit through interviews, articles, workshops and live events. Andreea will be sharing personal useful tips as well as her own tribe of speakers and world renowned leaders.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=zBcLorqzn8g"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=zBcLorqzn8g
</div></figure>
<!-- /wp:embed -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=fmfLAGmKF6c"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=fmfLAGmKF6c
</div></figure>
<!-- /wp:embed -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/Andrea-Zoia_edited-225x300-1.jpg|https://mena.nbbcravings.com/wp-content/uploads/2022/08/Andreea-Zoia-361x500-1.png,,3|Change|coach|Communication|Corporate Culture|Entrepreneur|Leadership|Management|media|Mentoring|Moderator|Motivation|Presenter,
Todd Mitchem,"<!-- wp:paragraph -->
<p>Todd Mitchem is an entrepreneur, leader, and disruptor, known for his ability to structure, re-structure, and build companies across countless industries. For more than 17 years, Todd has coached and worked with executives and management teams on dynamic leadership, structural excellence, corporate culture, crisis management, employee workforce engagement, and strategic business applications at some of the top brands in the world. Some of these billion dollar brands include: Microsoft, Apple, Starbucks, Anheuser-Busch, H&amp;R Block, Purina, and Yum Brands.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In the cannabis space, Todd has also consulted and led O.penVAPE, CannaSearch, and MINDful in personal and business development that powerfully shaped those companies' cultures as well as their brands. He also co-founded one of the first social networks for cannabis lovers called High There!. While Todd was lending his corporate expertise to the cannabis start-up world, he also worked with top lawmakers in every state to ensure the cannabis industry operates with the highest of standards.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Now in his new book, You, Disrupted, Todd combines his experience in business and entertainment spanning countless industries and organizations. Educational, entertaining, and reflective, it provides readers with examples of years of trials and failures that Todd turned into successful opportunities. More importantly, You, Disrupted provides readers the motivation and tools to do the same with their own lives.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Todd is a captivating and electrifying speaker, transferring his knowledge and experience to thousands. He delivers motivational, bold, and edgy presentations to inspire and enthuse the crowd, and provide them with tools and real-life examples to reach their goals. Todd has delivered more than 2,000 presentations globally, and his business insights have been featured on hundreds of broadcast media outlets and thousands of online and print publications around the world. Some of the outlets include CNN, CNBC, NBC, FOX News, The Wall Street Journal, The Financial Times, Fast Company, and Forbes.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Todd has leveraged his unique ability to deliver a message in a way that inspires and changes lives. Whether you are the top leader of an industry or attend Todd's presentation for fun, be assured you will leave with lessons you can immediately apply to your life and work. Every presentation inspires and entertains the audience with fun-filled, interactive and content-rich programs. Todd customizes each of his programs based on your company's needs, thus maximizing value and time.</p>
<!-- /wp:paragraph -->

<!-- wp:image {""id"":8031,""sizeSlug"":""full"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-full""><img src=""https://mena.nbbcravings.com/wp-content/uploads/2022/08/1000242-original.webp"" alt="""" class=""wp-image-8031""/></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":8033,""sizeSlug"":""full"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-full""><img src=""https://mena.nbbcravings.com/wp-content/uploads/2022/08/gI_96952_mitchem.png"" alt="""" class=""wp-image-8033""/></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":8034,""sizeSlug"":""full"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-full""><img src=""https://mena.nbbcravings.com/wp-content/uploads/2022/08/Todd-Mitchem-Photo.jpg"" alt="""" class=""wp-image-8034""/></figure>
<!-- /wp:image -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/1000242-original-1.webp|https://mena.nbbcravings.com/wp-content/uploads/2022/08/1000242-original.webp|https://mena.nbbcravings.com/wp-content/uploads/2022/08/gI_96952_mitchem.png|https://mena.nbbcravings.com/wp-content/uploads/2022/08/Todd-Mitchem-Photo.jpg,,3|coach|Corporate Culture|Entrepreneur|fashion|Leadership|Mentoring|Middle East|Motivation|Social Media,Change
Talib Hashim,"<!-- wp:paragraph -->
<p>Abdulmuttalib (Talib) Hashim&nbsp; is a Dubai based entrepreneur, Workforce Nationalisation expert and founder of TBH Consultancy. He is also Managing Director and founder of Dubai based recruitment Main pic-National dressconsultancy Next Level which has been helping local jobseekers in the UAE find suitable jobs since 2006.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Talib has been instrumental in advising senior managers on some of their most pressing human capital and workforce issues. Talib is also regularly hired as an advisor to multinationals aiming to expand in the UAE, and who seek exceptional insights on the market, the local community and UAE nationals. Talib is a regular speaker in various local and regional conferences, workshops and universities.&nbsp; He is also a much sought after host for local forums and events.&nbsp; In addition, Talib delivers public and in-house workshops on topics such as Nationalisation, cultural integration in the workplace, and employment skills for jobseekers.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>He has always been a strong advocate for youth empowerment and has been a member of the advisory board for AIESEC, the International youth leadership organisation, for 4 years where his role has been to mentor the young members of AIESEC as well as run workshops for university students.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Talib was nominated in 2009 to be one of 40 role model Arab entrepreneurs to join Silatech’s conference on that year.&nbsp; He was recently selected to be part of a group of select ‘experts’ to be part of Dubai government’s creativity lab to brainstorm future strategies and policies for what is now known as the Dubai Strategic Plan 2021 (DSP2021). He is a columnist in various publications and regularly blogs through his site: UAEtopia.&nbsp; Talib holds a Master’s Degree in Strategic Project Management, and he is passionate about high impact entrepreneurship, leadership, and martial arts.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=dRLY62zKX90"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=dRLY62zKX90
</div></figure>
<!-- /wp:embed -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/20180806134756-9qBaJF59-400x400-1.webp,,3|coach|Corporate Culture|Entrepreneur|Leadership|Management|Mentoring,
Erik Saelens,"<!-- wp:paragraph -->
<p>Erik speaks regularly at conferences and universities worldwide, as well as contributing frequently to specialist sector media. He focuses on what makes branding meaningful today and how to make marketing relevant tomorrow. How can brands maintain/initiate contact with their customers? What do those customers want anyway? Erik is constantly rethinking these strategies and looking ahead. His unique storytelling style never fails to enlighten and entertain.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Erik has written more than 15 books on brand marketing. He’s the writer behind The End of Marketing as we Know It, The Brandhome method®, The Story Wars, Two Marketing Buddies Walk into Buddha, In Triple-A® We Trust and Branded, a book on how his team won the political elections in Belgium.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Erik will help make your event happen. Years of international experience have given him the qualities every good host needs. Share your objectives with him and he will focus on the efficient and successful presentation of your event. Beyond hosting, Erik also organizes workshops in which he teaches others how to increase one-on-one interaction and explains why it is indispensable.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=1JrpPdUhePY"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=1JrpPdUhePY
</div></figure>
<!-- /wp:embed -->",,https://mena.nbbcravings.com/wp-content/uploads/2022/08/erik-saelens-speaker-260x330-1.jpg,,3|coach|Communications|Corporate Culture|media|Mentoring,
